"GISJOIN","YEAR","STATE","COUNTY","full_owners","part_owners","managers","tenants"
"G3600850",1925,"New York","Richmond",92,8,10,49
"G3600870",1925,"New York","Rockland",756,12,68,53
"G3600890",1925,"New York","St Lawrence",5711,317,64,1491
"G3600910",1925,"New York","Saratoga",2835,125,43,295
"G3600930",1925,"New York","Schenectady",923,55,3,111
"G3600950",1925,"New York","Schoharie",2283,150,14,442
"G3600970",1925,"New York","Schuyler",1195,162,12,231
"G3600990",1925,"New York","Seneca",1227,162,31,482
"G3601010",1925,"New York","Steuben",4338,501,33,914
"G3601030",1925,"New York","Suffolk",1492,359,89,282
"G3601050",1925,"New York","Sullivan",3027,35,24,77
"G3601070",1925,"New York","Tioga",2158,107,19,222
"G3601090",1925,"New York","Tompkins",1809,195,16,343
"G3601110",1925,"New York","Ulster",3714,59,65,198
"G3601130",1925,"New York","Warren",1373,22,37,72
"G3601150",1925,"New York","Washington",2862,150,16,361
"G3601170",1925,"New York","Wayne",3905,214,55,640
"G3601190",1925,"New York","Westchester",490,34,174,84
"G3601210",1925,"New York","Wyoming",2588,184,20,462
"G3601230",1925,"New York","Yates",1305,253,28,411
"G3700010",1925,"North Carolina","Alamance",1918,242,1,1000
"G3700030",1925,"North Carolina","Alexander",1331,241,3,285
"G3700050",1925,"North Carolina","Alleghany",1141,149,1,147
"G3700070",1925,"North Carolina","Anson",971,167,7,2422
"G3700090",1925,"North Carolina","Ashe",2866,306,1,403
"G3700110",1925,"North Carolina","Avery",1270,51,1,141
"G3700130",1925,"North Carolina","Beaufort",1592,642,15,1462
"G3700150",1925,"North Carolina","Bertie",1011,326,2,2105
"G3700170",1925,"North Carolina","Bladen",1573,411,3,762
"G3700190",1925,"North Carolina","Brunswick",1034,130,0,194
"G3700210",1925,"North Carolina","Buncombe",3099,214,18,467
"G3700230",1925,"North Carolina","Burke",1703,199,6,566
"G3700250",1925,"North Carolina","Cabarrus",1193,78,3,1398
"G3700270",1925,"North Carolina","Caldwell",1470,252,4,444
"G3700290",1925,"North Carolina","Camden",263,86,2,587
"G3700310",1925,"North Carolina","Carteret",638,113,1,182
"G3700330",1925,"North Carolina","Caswell",938,61,1,1274
"G3700350",1925,"North Carolina","Catawba",1925,442,2,717
"G3700370",1925,"North Carolina","Chatham",1898,451,3,1187
"G3700390",1925,"North Carolina","Cherokee",1609,160,0,458
"G3700410",1925,"North Carolina","Chowan",374,91,1,795
"G3700430",1925,"North Carolina","Clay",481,109,7,262
"G3700450",1925,"North Carolina","Cleveland",1872,207,1,2590
"G3700470",1925,"North Carolina","Columbus",2590,395,2,937
"G3700490",1925,"North Carolina","Craven",916,214,7,987
"G3700510",1925,"North Carolina","Cumberland",1250,352,7,1542
"G3700530",1925,"North Carolina","Currituck",407,53,0,413
"G3700550",1925,"North Carolina","Dare",72,1,0,6
"G3700570",1925,"North Carolina","Davidson",2749,447,4,822
"G3700590",1925,"North Carolina","Davie",846,267,5,751
"G3700610",1925,"North Carolina","Duplin",2013,475,3,2004
"G3700630",1925,"North Carolina","Durham",703,46,4,947
"G3700650",1925,"North Carolina","Edgecombe",577,44,41,3291
"G3700670",1925,"North Carolina","Forsyth",2096,365,7,771
"G3700690",1925,"North Carolina","Franklin",1152,168,4,2966
"G3700710",1925,"North Carolina","Gaston",1348,111,5,1029
"G3700730",1925,"North Carolina","Gates",850,119,1,614
"G3700750",1925,"North Carolina","Graham",454,35,1,152
"G3700770",1925,"North Carolina","Granville",1334,186,4,2541
"G3700790",1925,"North Carolina","Greene",467,40,2,2316
"G3700810",1925,"North Carolina","Guilford",2800,297,12,958
"G3700830",1925,"North Carolina","Halifax",1107,326,8,3417
"G3700850",1925,"North Carolina","Harnett",1352,391,2,1474
"G3700870",1925,"North Carolina","Haywood",1582,133,10,450
"G3700890",1925,"North Carolina","Henderson",1684,96,1,176
"G3700910",1925,"North Carolina","Hertford",610,61,3,1538
"G3700930",1925,"North Carolina","Hoke",672,108,3,1344
"G3700950",1925,"North Carolina","Hyde",379,249,4,616
"G3700970",1925,"North Carolina","Iredell",2118,375,3,1639
"G3700990",1925,"North Carolina","Jackson",1617,127,3,415
"G3701010",1925,"North Carolina","Johnston",2586,663,4,4262
"G3701030",1925,"North Carolina","Jones",496,64,2,846
"G3701050",1925,"North Carolina","Lee",770,210,1,612
"G3701070",1925,"North Carolina","Lenoir",802,147,3,2401
"G3701090",1925,"North Carolina","Lincoln",1203,278,1,861
"G3701110",1925,"North Carolina","McDowell",1096,83,2,345
"G3701130",1925,"North Carolina","Macon",1408,152,1,304
"G3701150",1925,"North Carolina","Madison",2039,135,4,894
"G3701170",1925,"North Carolina","Martin",938,163,11,1651
"G3701190",1925,"North Carolina","Mecklenburg",1613,137,5,2258
"G3701210",1925,"North Carolina","Mitchell",1302,152,2,166
"G3701230",1925,"North Carolina","Montgomery",960,192,2,663
"G3701250",1925,"North Carolina","Moore",1178,305,9,643
"G3701270",1925,"North Carolina","Nash",1544,234,4,4225
"G3701290",1925,"North Carolina","New Hanover",243,37,1,87
"G3701310",1925,"North Carolina","Northampton",942,263,1,2587
"G3701330",1925,"North Carolina","Onslow",1022,329,4,810
"G3701350",1925,"North Carolina","Orange",1151,220,2,709
"G3701370",1925,"North Carolina","Pamlico",601,222,2,366
"G3701390",1925,"North Carolina","Pasquotank",515,211,4,800
"G3701410",1925,"North Carolina","Pender",1032,519,5,464
"G3701430",1925,"North Carolina","Perquimans",514,201,4,777
"G3701450",1925,"North Carolina","Person",1010,71,1,1722
"G3701470",1925,"North Carolina","Pitt",1358,72,6,4792
"G3701490",1925,"North Carolina","Polk",779,72,0,374
"G3701510",1925,"North Carolina","Randolph",2873,565,4,799
"G3701530",1925,"North Carolina","Richmond",642,186,24,1532
"G3701550",1925,"North Carolina","Robeson",2030,368,15,4635
"G3701570",1925,"North Carolina","Rockingham",1796,99,4,1947
"G3701590",1925,"North Carolina","Rowan",2034,362,2,1159
"G3701610",1925,"North Carolina","Rutherford",1551,340,3,1616
"G3701630",1925,"North Carolina","Sampson",2572,822,3,2509
"G3701650",1925,"North Carolina","Scotland",345,76,5,1784
"G3701670",1925,"North Carolina","Stanly",1347,330,2,806
"G3701690",1925,"North Carolina","Stokes",1679,226,0,1568
"G3701710",1925,"North Carolina","Surry",2802,239,6,1516
"G3701730",1925,"North Carolina","Swain",944,116,0,310
"G3701750",1925,"North Carolina","Transylvania",844,51,1,127
"G3701770",1925,"North Carolina","Tyrrell",453,31,2,189
"G3701790",1925,"North Carolina","Union",2130,183,1,2677
"G3701810",1925,"North Carolina","Vance",700,163,2,1398
"G3701830",1925,"North Carolina","Wake",2229,464,10,3901
"G3701850",1925,"North Carolina","Warren",1019,357,4,1800
"G3701870",1925,"North Carolina","Washington",475,83,4,711
"G3701890",1925,"North Carolina","Watauga",1694,218,3,218
"G3701910",1925,"North Carolina","Wayne",1240,152,4,3599
"G3701930",1925,"North Carolina","Wilkes",3900,346,8,954
"G3701950",1925,"North Carolina","Wilson",947,109,0,3560
"G3701970",1925,"North Carolina","Yadkin",1877,283,3,747
"G3701990",1925,"North Carolina","Yancey",1470,285,3,609
"G3800010",1925,"North Dakota","Adams",179,453,4,199
"G3800030",1925,"North Dakota","Barnes",778,368,7,906
"G3800050",1925,"North Dakota","Benson",598,442,11,587
"G3800070",1925,"North Dakota","Billings",183,214,1,123
"G3800090",1925,"North Dakota","Bottineau",643,512,12,827
"G3800110",1925,"North Dakota","Bowman",145,386,4,189
"G3800130",1925,"North Dakota","Burke",412,358,1,299
