STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH
13,130,Bacon County,005,0050
13,130,Baker County,007,0070
13,130,Baldwin County,009,0090
13,130,Banks County,011,0110
13,130,Barrow County,013,0130
13,130,Bartow County,015,0150
13,130,Ben Hill County,017,0170
13,130,Berrien County,019,0190
13,130,Bibb County,021,0210
13,130,Bleckley County,023,0230
13,130,Brantley County,025,0250
13,130,Brooks County,027,0270
13,130,Bryan County,029,0290
13,130,Bulloch County,031,0310
13,130,Burke County,033,0330
13,130,Butts County,035,0350
13,130,Calhoun County,037,0370
13,130,Camden County,039,0390
13,130,Candler County,043,0430
13,130,Carroll County,045,0450
13,130,Catoosa County,047,0470
13,130,Charlton County,049,0490
13,130,Chatham County,051,0510
13,130,Chattahoochee County,053,0530
13,130,Chattooga County,055,0550
13,130,Cherokee County,057,0570
13,130,Clarke County,059,0590
13,130,Clay County,061,0610
13,130,Clayton County,063,0630
13,130,Clinch County,065,0650
13,130,Cobb County,067,0670
13,130,Coffee County,069,0690
13,130,Colquitt County,071,0710
13,130,Columbia County,073,0730
13,130,Cook County,075,0750
13,130,Coweta County,077,0770
13,130,Crawford County,079,0790
13,130,Crisp County,081,0810
13,130,Dade County,083,0830
13,130,Dawson County,085,0850
13,130,DeKalb County,089,0890
13,130,Decatur County,087,0870
13,130,Dodge County,091,0910
13,130,Dooly County,093,0930
13,130,Dougherty County,095,0950
13,130,Douglas County,097,0970
13,130,Early County,099,0990
13,130,Echols County,101,1010
13,130,Effingham County,103,1030
13,130,Elbert County,105,1050
13,130,Emanuel County,107,1070
13,130,Evans County,109,1090
13,130,Fannin County,111,1110
13,130,Fayette County,113,1130
13,130,Floyd County,115,1150
13,130,Forsyth County,117,1170
13,130,Franklin County,119,1190
13,130,Fulton County,121,1210
13,130,Gilmer County,123,1230
13,130,Glascock County,125,1250
13,130,Glynn County,127,1270
13,130,Gordon County,129,1290
13,130,Grady County,131,1310
13,130,Greene County,133,1330
13,130,Gwinnett County,135,1350
13,130,Habersham County,137,1370
13,130,Hall County,139,1390
13,130,Hancock County,141,1410
13,130,Haralson County,143,1430
13,130,Harris County,145,1450
13,130,Hart County,147,1470
13,130,Heard County,149,1490
13,130,Henry County,151,1510
13,130,Houston County,153,1530
13,130,Irwin County,155,1550
13,130,Jackson County,157,1570
13,130,Jasper County,159,1590
13,130,Jeff Davis County,161,1610
13,130,Jefferson County,163,1630
13,130,Jenkins County,165,1650
13,130,Johnson County,167,1670
13,130,Jones County,169,1690
13,130,Lamar County,171,1710
13,130,Lanier County,173,1730
13,130,Laurens County,175,1750
13,130,Lee County,177,1770
13,130,Liberty County,179,1790
13,130,Lincoln County,181,1810
13,130,Long County,183,1830
13,130,Lowndes County,185,1850
13,130,Lumpkin County,187,1870
13,130,Macon County,193,1930
13,130,Madison County,195,1950
13,130,Marion County,197,1970
13,130,McDuffie County,189,1890
13,130,McIntosh County,191,1910
13,130,Meriwether County,199,1990
13,130,Miller County,201,2010
13,130,Mitchell County,205,2050
13,130,Monroe County,207,2070
13,130,Montgomery County,209,2090
13,130,Morgan County,211,2110
13,130,Murray County,213,2130
13,130,Muscogee County,215,2150
13,130,Newton County,217,2170
13,130,Oconee County,219,2190
13,130,Oglethorpe County,221,2210
13,130,Paulding County,223,2230
13,130,Peach County,225,2250
13,130,Pickens County,227,2270
13,130,Pierce County,229,2290
13,130,Pike County,231,2310
13,130,Polk County,233,2330
13,130,Pulaski County,235,2350
13,130,Putnam County,237,2370
13,130,Quitman County,239,2390
13,130,Rabun County,241,2410
13,130,Randolph County,243,2430
13,130,Richmond County,245,2450
13,130,Rockdale County,247,2470
13,130,Schley County,249,2490
13,130,Screven County,251,2510
13,130,Seminole County,253,2530
13,130,Spalding County,255,2550
13,130,Stephens County,257,2570
13,130,Stewart County,259,2590
13,130,Sumter County,261,2610
13,130,Talbot County,263,2630
13,130,Taliaferro County,265,2650
13,130,Tattnall County,267,2670
13,130,Taylor County,269,2690
13,130,Telfair County,271,2710
13,130,Terrell County,273,2730
13,130,Thomas County,275,2750
13,130,Tift County,277,2770
13,130,Toombs County,279,2790
13,130,Towns County,281,2810
13,130,Treutlen County,283,2830
13,130,Troup County,285,2850
13,130,Turner County,287,2870
13,130,Twiggs County,289,2890
13,130,Union County,291,2910
13,130,Upson County,293,2930
13,130,Walker County,295,2950
13,130,Walton County,297,2970
13,130,Ware County,299,2990
13,130,Warren County,301,3010
13,130,Washington County,303,3030
13,130,Wayne County,305,3050
13,130,Webster County,307,3070
13,130,Wheeler County,309,3090
13,130,White County,311,3110
13,130,Whitfield County,313,3130
13,130,Wilcox County,315,3150
13,130,Wilkes County,317,3170
13,130,Wilkinson County,319,3190
13,130,Worth County,321,3210
15,150,Hawaii County,001,0010
15,150,Honolulu County,003,0030
15,150,Kalawao County,005,0050
15,150,Kauai County,007,0070
15,150,Maui County,009,0090
16,160,Ada County,001,0010
16,160,Adams County,003,0030
16,160,Bannock County,005,0050
16,160,Bear Lake County,007,0070
16,160,Benewah County,009,0090
16,160,Bingham County,011,0110
16,160,Blaine County,013,0130
16,160,Boise County,015,0150
16,160,Bonner County,017,0170
16,160,Bonneville County,019,0190
16,160,Boundary County,021,0210
16,160,Butte County,023,0230
16,160,Camas County,025,0250
16,160,Canyon County,027,0270
16,160,Caribou County,029,0290
16,160,Cassia County,031,0310
16,160,Clark County,033,0330
16,160,Clearwater County,035,0350
16,160,Custer County,037,0370
16,160,Elmore County,039,0390
16,160,Franklin County,041,0410
16,160,Fremont County,043,0430
16,160,Gem County,045,0450
16,160,Gooding County,047,0470
16,160,Idaho County,049,0490
16,160,Jefferson County,051,0510
16,160,Jerome County,053,0530
16,160,Kootenai County,055,0550
16,160,Latah County,057,0570
16,160,Lemhi County,059,0590
16,160,Lewis County,061,0610
16,160,Lincoln County,063,0630
16,160,Madison County,065,0650
16,160,Minidoka County,067,0670
16,160,Nez Perce County,069,0690
16,160,Oneida County,071,0710
16,160,Owyhee County,073,0730
16,160,Payette County,075,0750
16,160,Power County,077,0770
16,160,Shoshone County,079,0790
16,160,Teton County,081,0810
16,160,Twin Falls County,083,0830
16,160,Valley County,085,0850
16,160,Washington County,087,0870
17,170,Adams County,001,0010
17,170,Alexander County,003,0030
17,170,Bond County,005,0050
17,170,Boone County,007,0070
17,170,Brown County,009,0090
17,170,Bureau County,011,0110
17,170,Calhoun County,013,0130
17,170,Carroll County,015,0150
17,170,Cass County,017,0170
17,170,Champaign County,019,0190
17,170,Christian County,021,0210
17,170,Clark County,023,0230
17,170,Clay County,025,0250
17,170,Clinton County,027,0270
17,170,Coles County,029,0290
17,170,Cook County,031,0310
17,170,Crawford County,033,0330
17,170,Cumberland County,035,0350
17,170,De Witt County,039,0390
17,170,DeKalb County,037,0370
17,170,Douglas County,041,0410
17,170,DuPage County,043,0430
17,170,Edgar County,045,0450
17,170,Edwards County,047,0470
17,170,Effingham County,049,0490
17,170,Fayette County,051,0510
17,170,Ford County,053,0530
17,170,Franklin County,055,0550
17,170,Fulton County,057,0570
17,170,Gallatin County,059,0590
17,170,Greene County,061,0610
17,170,Grundy County,063,0630
17,170,Hamilton County,065,0650
17,170,Hancock County,067,0670
17,170,Hardin County,069,0690
17,170,Henderson County,071,0710
17,170,Henry County,073,0730
17,170,Iroquois County,075,0750
17,170,Jackson County,077,0770
17,170,Jasper County,079,0790
17,170,Jefferson County,081,0810
17,170,Jersey County,083,0830
17,170,Jo Daviess County,085,0850
17,170,Johnson County,087,0870
17,170,Kane County,089,0890
17,170,Kankakee County,091,0910
17,170,Kendall County,093,0930
17,170,Knox County,095,0950
17,170,LaSalle County,099,0990
17,170,Lake County,097,0970
17,170,Lawrence County,101,1010
17,170,Lee County,103,1030
17,170,Livingston County,105,1050
17,170,Logan County,107,1070
17,170,Macon County,115,1150
17,170,Macoupin County,117,1170
17,170,Madison County,119,1190
17,170,Marion County,121,1210
17,170,Marshall County,123,1230
17,170,Mason County,125,1250
17,170,Massac County,127,1270
17,170,McDonough County,109,1090
17,170,McHenry County,111,1110
17,170,McLean County,113,1130
17,170,Menard County,129,1290
17,170,Mercer County,131,1310
17,170,Monroe County,133,1330
17,170,Montgomery County,135,1350
17,170,Morgan County,137,1370
17,170,Moultrie County,139,1390
17,170,Ogle County,141,1410
17,170,Peoria County,143,1430
17,170,Perry County,145,1450
17,170,Piatt County,147,1470
17,170,Pike County,149,1490
17,170,Pope County,151,1510
17,170,Pulaski County,153,1530
17,170,Putnam County,155,1550
17,170,Randolph County,157,1570
17,170,Richland County,159,1590
17,170,Rock Island County,161,1610
17,170,Saline County,165,1650
17,170,Sangamon County,167,1670
17,170,Schuyler County,169,1690
17,170,Scott County,171,1710
17,170,Shelby County,173,1730
17,170,St. Clair County,163,1630
17,170,Stark County,175,1750
17,170,Stephenson County,177,1770
17,170,Tazewell County,179,1790
17,170,Union County,181,1810
17,170,Vermilion County,183,1830
17,170,Wabash County,185,1850
17,170,Warren County,187,1870
17,170,Washington County,189,1890
17,170,Wayne County,191,1910
17,170,White County,193,1930
17,170,Whiteside County,195,1950
17,170,Will County,197,1970
17,170,Williamson County,199,1990
17,170,Winnebago County,201,2010
17,170,Woodford County,203,2030
18,180,Adams County,001,0010
18,180,Allen County,003,0030
18,180,Bartholomew County,005,0050
18,180,Benton County,007,0070
18,180,Blackford County,009,0090
18,180,Boone County,011,0110
18,180,Brown County,013,0130
18,180,Carroll County,015,0150
18,180,Cass County,017,0170
18,180,Clark County,019,0190
18,180,Clay County,021,0210
18,180,Clinton County,023,0230
18,180,Crawford County,025,0250
18,180,Daviess County,027,0270
18,180,DeKalb County,033,0330
18,180,Dearborn County,029,0290
18,180,Decatur County,031,0310
18,180,Delaware County,035,0350
18,180,Dubois County,037,0370
18,180,Elkhart County,039,0390
18,180,Fayette County,041,0410
18,180,Floyd County,043,0430
18,180,Fountain County,045,0450
18,180,Franklin County,047,0470
18,180,Fulton County,049,0490
18,180,Gibson County,051,0510
18,180,Grant County,053,0530
18,180,Greene County,055,0550
18,180,Hamilton County,057,0570
18,180,Hancock County,059,0590
18,180,Harrison County,061,0610
18,180,Hendricks County,063,0630
18,180,Henry County,065,0650
18,180,Howard County,067,0670
18,180,Huntington County,069,0690
18,180,Jackson County,071,0710
18,180,Jasper County,073,0730
18,180,Jay County,075,0750
18,180,Jefferson County,077,0770
18,180,Jennings County,079,0790
18,180,Johnson County,081,0810
18,180,Knox County,083,0830
18,180,Kosciusko County,085,0850
18,180,LaGrange County,087,0870
18,180,LaPorte County,091,0910
18,180,Lake County,089,0890
18,180,Lawrence County,093,0930
18,180,Madison County,095,0950
18,180,Marion County,097,0970
18,180,Marshall County,099,0990
18,180,Martin County,101,1010
18,180,Miami County,103,1030
18,180,Monroe County,105,1050
18,180,Montgomery County,107,1070
18,180,Morgan County,109,1090
18,180,Newton County,111,1110
18,180,Noble County,113,1130
18,180,Ohio County,115,1150
18,180,Orange County,117,1170
18,180,Owen County,119,1190
18,180,Parke County,121,1210
18,180,Perry County,123,1230
18,180,Pike County,125,1250
18,180,Porter County,127,1270
18,180,Posey County,129,1290
18,180,Pulaski County,131,1310
18,180,Putnam County,133,1330
18,180,Randolph County,135,1350
18,180,Ripley County,137,1370
18,180,Rush County,139,1390
18,180,Scott County,143,1430
18,180,Shelby County,145,1450
18,180,Spencer County,147,1470
18,180,St. Joseph County,141,1410
18,180,Starke County,149,1490
18,180,Steuben County,151,1510
18,180,Sullivan County,153,1530
18,180,Switzerland County,155,1550
18,180,Tippecanoe County,157,1570
18,180,Tipton County,159,1590
18,180,Union County,161,1610
18,180,Vanderburgh County,163,1630
18,180,Vermillion County,165,1650
18,180,Vigo County,167,1670
18,180,Wabash County,169,1690
18,180,Warren County,171,1710
18,180,Warrick County,173,1730
18,180,Washington County,175,1750
18,180,Wayne County,177,1770
18,180,Wells County,179,1790
18,180,White County,181,1810
18,180,Whitley County,183,1830
19,190,Adair County,001,0010
19,190,Adams County,003,0030
19,190,Allamakee County,005,0050
19,190,Appanoose County,007,0070
19,190,Audubon County,009,0090
19,190,Benton County,011,0110
19,190,Black Hawk County,013,0130
19,190,Boone County,015,0150
19,190,Bremer County,017,0170
19,190,Buchanan County,019,0190
19,190,Buena Vista County,021,0210
19,190,Butler County,023,0230
19,190,Calhoun County,025,0250
19,190,Carroll County,027,0270
19,190,Cass County,029,0290
19,190,Cedar County,031,0310
19,190,Cerro Gordo County,033,0330
19,190,Cherokee County,035,0350
19,190,Chickasaw County,037,0370
19,190,Clarke County,039,0390
19,190,Clay County,041,0410
19,190,Clayton County,043,0430
19,190,Clinton County,045,0450
19,190,Crawford County,047,0470
19,190,Dallas County,049,0490
19,190,Davis County,051,0510
19,190,Decatur County,053,0530
19,190,Delaware County,055,0550
19,190,Des Moines County,057,0570
19,190,Dickinson County,059,0590
19,190,Dubuque County,061,0610
19,190,Emmet County,063,0630
19,190,Fayette County,065,0650
19,190,Floyd County,067,0670
19,190,Franklin County,069,0690
19,190,Fremont County,071,0710
19,190,Greene County,073,0730
19,190,Grundy County,075,0750
19,190,Guthrie County,077,0770
19,190,Hamilton County,079,0790
19,190,Hancock County,081,0810
19,190,Hardin County,083,0830
19,190,Harrison County,085,0850
19,190,Henry County,087,0870
19,190,Howard County,089,0890
19,190,Humboldt County,091,0910
19,190,Ida County,093,0930
19,190,Iowa County,095,0950
19,190,Jackson County,097,0970
19,190,Jasper County,099,0990
19,190,Jefferson County,101,1010
19,190,Johnson County,103,1030
19,190,Jones County,105,1050
19,190,Keokuk County,107,1070
19,190,Kossuth County,109,1090
19,190,Lee County,111,1110
19,190,Linn County,113,1130
19,190,Louisa County,115,1150
19,190,Lucas County,117,1170
19,190,Lyon County,119,1190
19,190,Madison County,121,1210
19,190,Mahaska County,123,1230
19,190,Marion County,125,1250
19,190,Marshall County,127,1270
19,190,Mills County,129,1290
19,190,Mitchell County,131,1310
19,190,Monona County,133,1330
19,190,Monroe County,135,1350
19,190,Montgomery County,137,1370
19,190,Muscatine County,139,1390
19,190,O'Brien County,141,1410
19,190,Osceola County,143,1430
19,190,Page County,145,1450
19,190,Palo Alto County,147,1470
19,190,Plymouth County,149,1490
19,190,Pocahontas County,151,1510
19,190,Polk County,153,1530
19,190,Pottawattamie County,155,1550
19,190,Poweshiek County,157,1570
19,190,Ringgold County,159,1590
19,190,Sac County,161,1610
19,190,Scott County,163,1630
19,190,Shelby County,165,1650
19,190,Sioux County,167,1670
19,190,Story County,169,1690
19,190,Tama County,171,1710
19,190,Taylor County,173,1730
19,190,Union County,175,1750
19,190,Van Buren County,177,1770
19,190,Wapello County,179,1790
19,190,Warren County,181,1810
19,190,Washington County,183,1830
19,190,Wayne County,185,1850
19,190,Webster County,187,1870
19,190,Winnebago County,189,1890
19,190,Winneshiek County,191,1910
19,190,Woodbury County,193,1930
19,190,Worth County,195,1950
19,190,Wright County,197,1970
20,200,Allen County,001,0010
20,200,Anderson County,003,0030
20,200,Atchison County,005,0050
20,200,Barber County,007,0070
20,200,Barton County,009,0090
20,200,Bourbon County,011,0110
20,200,Brown County,013,0130
20,200,Butler County,015,0150
20,200,Chase County,017,0170
20,200,Chautauqua County,019,0190
20,200,Cherokee County,021,0210
20,200,Cheyenne County,023,0230
20,200,Clark County,025,0250
20,200,Clay County,027,0270
20,200,Cloud County,029,0290
20,200,Coffey County,031,0310
20,200,Comanche County,033,0330
20,200,Cowley County,035,0350
20,200,Crawford County,037,0370
20,200,Decatur County,039,0390
20,200,Dickinson County,041,0410
20,200,Doniphan County,043,0430
20,200,Douglas County,045,0450
20,200,Edwards County,047,0470
20,200,Elk County,049,0490
20,200,Ellis County,051,0510
20,200,Ellsworth County,053,0530
20,200,Finney County,055,0550
20,200,Ford County,057,0570
20,200,Franklin County,059,0590
20,200,Geary County,061,0610
20,200,Gove County,063,0630
20,200,Graham County,065,0650
20,200,Grant County,067,0670
20,200,Gray County,069,0690
20,200,Greeley County,071,0710
20,200,Greenwood County,073,0730
20,200,Hamilton County,075,0750
20,200,Harper County,077,0770
20,200,Harvey County,079,0790
20,200,Haskell County,081,0810
20,200,Hodgeman County,083,0830
20,200,Jackson County,085,0850
20,200,Jefferson County,087,0870
20,200,Jewell County,089,0890
20,200,Johnson County,091,0910
20,200,Kearny County,093,0930
20,200,Kingman County,095,0950
20,200,Kiowa County,097,0970
20,200,Labette County,099,0990
20,200,Lane County,101,1010
20,200,Leavenworth County,103,1030
20,200,Lincoln County,105,1050
20,200,Linn County,107,1070
20,200,Logan County,109,1090
20,200,Lyon County,111,1110
20,200,Marion County,115,1150
20,200,Marshall County,117,1170
20,200,McPherson County,113,1130
20,200,Meade County,119,1190
20,200,Miami County,121,1210
20,200,Mitchell County,123,1230
20,200,Montgomery County,125,1250
20,200,Morris County,127,1270
20,200,Morton County,129,1290
20,200,Nemaha County,131,1310
20,200,Neosho County,133,1330
20,200,Ness County,135,1350
20,200,Norton County,137,1370
20,200,Osage County,139,1390
20,200,Osborne County,141,1410
20,200,Ottawa County,143,1430
20,200,Pawnee County,145,1450
20,200,Phillips County,147,1470
20,200,Pottawatomie County,149,1490
20,200,Pratt County,151,1510
20,200,Rawlins County,153,1530
20,200,Reno County,155,1550
20,200,Republic County,157,1570
20,200,Rice County,159,1590
20,200,Riley County,161,1610
20,200,Rooks County,163,1630
20,200,Rush County,165,1650
20,200,Russell County,167,1670
20,200,Saline County,169,1690
20,200,Scott County,171,1710
20,200,Sedgwick County,173,1730
20,200,Seward County,175,1750
20,200,Shawnee County,177,1770
20,200,Sheridan County,179,1790
20,200,Sherman County,181,1810
20,200,Smith County,183,1830
20,200,Stafford County,185,1850
20,200,Stanton County,187,1870
20,200,Stevens County,189,1890
20,200,Sumner County,191,1910
20,200,Thomas County,193,1930
20,200,Trego County,195,1950
20,200,Wabaunsee County,197,1970
20,200,Wallace County,199,1990
20,200,Washington County,201,2010
20,200,Wichita County,203,2030
20,200,Wilson County,205,2050
20,200,Woodson County,207,2070
20,200,Wyandotte County,209,2090
21,210,Adair County,001,0010
21,210,Allen County,003,0030
21,210,Anderson County,005,0050
21,210,Ballard County,007,0070
21,210,Barren County,009,0090
21,210,Bath County,011,0110
21,210,Bell County,013,0130
21,210,Boone County,015,0150
21,210,Bourbon County,017,0170
21,210,Boyd County,019,0190
21,210,Boyle County,021,0210
21,210,Bracken County,023,0230
21,210,Breathitt County,025,0250
21,210,Breckinridge County,027,0270
21,210,Bullitt County,029,0290
21,210,Butler County,031,0310
21,210,Caldwell County,033,0330
21,210,Calloway County,035,0350
21,210,Campbell County,037,0370
21,210,Carlisle County,039,0390
21,210,Carroll County,041,0410
21,210,Carter County,043,0430
21,210,Casey County,045,0450
21,210,Christian County,047,0470
21,210,Clark County,049,0490
21,210,Clay County,051,0510
21,210,Clinton County,053,0530
21,210,Crittenden County,055,0550
21,210,Cumberland County,057,0570
21,210,Daviess County,059,0590
21,210,Edmonson County,061,0610
21,210,Elliott County,063,0630
21,210,Estill County,065,0650
21,210,Fayette County,067,0670
21,210,Fleming County,069,0690
21,210,Floyd County,071,0710
21,210,Franklin County,073,0730
21,210,Fulton County,075,0750
21,210,Gallatin County,077,0770
21,210,Garrard County,079,0790
21,210,Grant County,081,0810
21,210,Graves County,083,0830
21,210,Grayson County,085,0850
21,210,Green County,087,0870
21,210,Greenup County,089,0890
21,210,Hancock County,091,0910
21,210,Hardin County,093,0930
21,210,Harlan County,095,0950
21,210,Harrison County,097,0970
21,210,Hart County,099,0990
21,210,Henderson County,101,1010
21,210,Henry County,103,1030
21,210,Hickman County,105,1050
21,210,Hopkins County,107,1070
21,210,Jackson County,109,1090
21,210,Jefferson County,111,1110
21,210,Jessamine County,113,1130
21,210,Johnson County,115,1150
21,210,Kenton County,117,1170
21,210,Knott County,119,1190
21,210,Knox County,121,1210
21,210,Larue County,123,1230
21,210,Laurel County,125,1250
21,210,Lawrence County,127,1270
21,210,Lee County,129,1290
21,210,Leslie County,131,1310
21,210,Letcher County,133,1330
21,210,Lewis County,135,1350
21,210,Lincoln County,137,1370
21,210,Livingston County,139,1390
21,210,Logan County,141,1410
21,210,Lyon County,143,1430
21,210,Madison County,151,1510
21,210,Magoffin County,153,1530
21,210,Marion County,155,1550
21,210,Marshall County,157,1570
21,210,Martin County,159,1590
21,210,Mason County,161,1610
21,210,McCracken County,145,1450
21,210,McCreary County,147,1470
21,210,McLean County,149,1490
21,210,Meade County,163,1630
21,210,Menifee County,165,1650
21,210,Mercer County,167,1670
21,210,Metcalfe County,169,1690
21,210,Monroe County,171,1710
21,210,Montgomery County,173,1730
21,210,Morgan County,175,1750
21,210,Muhlenberg County,177,1770
21,210,Nelson County,179,1790
21,210,Nicholas County,181,1810
21,210,Ohio County,183,1830
21,210,Oldham County,185,1850
21,210,Owen County,187,1870
21,210,Owsley County,189,1890
21,210,Pendleton County,191,1910
21,210,Perry County,193,1930
21,210,Pike County,195,1950
21,210,Powell County,197,1970
21,210,Pulaski County,199,1990
21,210,Robertson County,201,2010
21,210,Rockcastle County,203,2030
21,210,Rowan County,205,2050
21,210,Russell County,207,2070
21,210,Scott County,209,2090
21,210,Shelby County,211,2110
21,210,Simpson County,213,2130
21,210,Spencer County,215,2150
21,210,Taylor County,217,2170
21,210,Todd County,219,2190
21,210,Trigg County,221,2210
21,210,Trimble County,223,2230
21,210,Union County,225,2250
21,210,Warren County,227,2270
21,210,Washington County,229,2290
21,210,Wayne County,231,2310
21,210,Webster County,233,2330
21,210,Whitley County,235,2350
21,210,Wolfe County,237,2370
21,210,Woodford County,239,2390
22,220,Acadia Parish,001,0010
22,220,Allen Parish,003,0030
22,220,Ascension Parish,005,0050
22,220,Assumption Parish,007,0070
22,220,Avoyelles Parish,009,0090
22,220,Beauregard Parish,011,0110
22,220,Bienville Parish,013,0130
22,220,Bossier Parish,015,0150
22,220,Caddo Parish,017,0170
22,220,Calcasieu Parish,019,0190
22,220,Caldwell Parish,021,0210
22,220,Cameron Parish,023,0230
22,220,Catahoula Parish,025,0250
22,220,Claiborne Parish,027,0270
22,220,Concordia Parish,029,0290
22,220,De Soto Parish,031,0310
22,220,East Baton Rouge Parish,033,0330
22,220,East Carroll Parish,035,0350
22,220,East Feliciana Parish,037,0370
22,220,Evangeline Parish,039,0390
22,220,Franklin Parish,041,0410
22,220,Grant Parish,043,0430
22,220,Iberia Parish,045,0450
22,220,Iberville Parish,047,0470
22,220,Jackson Parish,049,0490
22,220,Jefferson Davis Parish,053,0530
22,220,Jefferson Parish,051,0510
22,220,LaSalle Parish,059,0590
22,220,Lafayette Parish,055,0550
22,220,Lafourche Parish,057,0570
22,220,Lincoln Parish,061,0610
22,220,Livingston Parish,063,0630
22,220,Madison Parish,065,0650
22,220,Morehouse Parish,067,0670
22,220,Natchitoches Parish,069,0690
22,220,Orleans Parish,071,0710
22,220,Ouachita Parish,073,0730
22,220,Plaquemines Parish,075,0750
22,220,Pointe Coupee Parish,077,0770
22,220,Rapides Parish,079,0790
22,220,Red River Parish,081,0810
22,220,Richland Parish,083,0830
22,220,Sabine Parish,085,0850
22,220,St. Bernard Parish,087,0870
22,220,St. Charles Parish,089,0890
22,220,St. Helena Parish,091,0910
22,220,St. James Parish,093,0930
22,220,St. John the Baptist Parish,095,0950
22,220,St. Landry Parish,097,0970
22,220,St. Martin Parish,099,0990
22,220,St. Mary Parish,101,1010
22,220,St. Tammany Parish,103,1030
22,220,Tangipahoa Parish,105,1050
22,220,Tensas Parish,107,1070
22,220,Terrebonne Parish,109,1090
22,220,Union Parish,111,1110
22,220,Vermilion Parish,113,1130
22,220,Vernon Parish,115,1150
22,220,Washington Parish,117,1170
22,220,Webster Parish,119,1190
22,220,West Baton Rouge Parish,121,1210
22,220,West Carroll Parish,123,1230
22,220,West Feliciana Parish,125,1250
22,220,Winn Parish,127,1270
23,230,Androscoggin County,001,0010
23,230,Aroostook County,003,0030
23,230,Cumberland County,005,0050
23,230,Franklin County,007,0070
23,230,Hancock County,009,0090
23,230,Kennebec County,011,0110
23,230,Knox County,013,0130
23,230,Lincoln County,015,0150
23,230,Oxford County,017,0170
23,230,Penobscot County,019,0190
23,230,Piscataquis County,021,0210
23,230,Sagadahoc County,023,0230
23,230,Somerset County,025,0250
23,230,Waldo County,027,0270
23,230,Washington County,029,0290
23,230,York County,031,0310
24,240,Allegany County,001,0010
24,240,Anne Arundel County,003,0030
24,240,Baltimore County,005,0050
24,240,Baltimore city,510,5100
24,240,Calvert County,009,0090
24,240,Caroline County,011,0110
24,240,Carroll County,013,0130
24,240,Cecil County,015,0150
24,240,Charles County,017,0170
24,240,Dorchester County,019,0190
24,240,Frederick County,021,0210
24,240,Garrett County,023,0230
24,240,Harford County,025,0250
24,240,Howard County,027,0270
24,240,Kent County,029,0290
24,240,Montgomery County,031,0310
24,240,Prince George's County,033,0330
24,240,Queen Anne's County,035,0350
24,240,Somerset County,039,0390
24,240,St. Mary's County,037,0370
24,240,Talbot County,041,0410
24,240,Washington County,043,0430
24,240,Wicomico County,045,0450
24,240,Worcester County,047,0470
25,250,Barnstable County,001,0010
25,250,Berkshire County,003,0030
25,250,Bristol County,005,0050
25,250,Dukes County,007,0070
25,250,Essex County,009,0090
25,250,Franklin County,011,0110
25,250,Hampden County,013,0130
25,250,Hampshire County,015,0150
25,250,Middlesex County,017,0170
25,250,Nantucket County,019,0190
25,250,Norfolk County,021,0210
25,250,Plymouth County,023,0230
25,250,Suffolk County,025,0250
25,250,Worcester County,027,0270
26,260,Alcona County,001,0010
26,260,Alger County,003,0030
26,260,Allegan County,005,0050
26,260,Alpena County,007,0070
26,260,Antrim County,009,0090
26,260,Arenac County,011,0110
26,260,Baraga County,013,0130
26,260,Barry County,015,0150
26,260,Bay County,017,0170
26,260,Benzie County,019,0190
26,260,Berrien County,021,0210
26,260,Branch County,023,0230
26,260,Calhoun County,025,0250
26,260,Cass County,027,0270
26,260,Charlevoix County,029,0290
26,260,Cheboygan County,031,0310
26,260,Chippewa County,033,0330
26,260,Clare County,035,0350
26,260,Clinton County,037,0370
26,260,Crawford County,039,0390
26,260,Delta County,041,0410
26,260,Dickinson County,043,0430
26,260,Eaton County,045,0450
26,260,Emmet County,047,0470
26,260,Genesee County,049,0490
26,260,Gladwin County,051,0510
26,260,Gogebic County,053,0530
26,260,Grand Traverse County,055,0550
26,260,Gratiot County,057,0570
26,260,Hillsdale County,059,0590
26,260,Houghton County,061,0610
26,260,Huron County,063,0630
26,260,Ingham County,065,0650
26,260,Ionia County,067,0670
26,260,Iosco County,069,0690
26,260,Iron County,071,0710
26,260,Isabella County,073,0730
26,260,Jackson County,075,0750
26,260,Kalamazoo County,077,0770
26,260,Kalkaska County,079,0790
26,260,Kent County,081,0810
26,260,Keweenaw County,083,0830
26,260,Lake County,085,0850
26,260,Lapeer County,087,0870
26,260,Leelanau County,089,0890
26,260,Lenawee County,091,0910
26,260,Livingston County,093,0930
26,260,Luce County,095,0950
26,260,Mackinac County,097,0970
26,260,Macomb County,099,0990
26,260,Manistee County,101,1010
26,260,Marquette County,103,1030
26,260,Mason County,105,1050
26,260,Mecosta County,107,1070
26,260,Menominee County,109,1090
26,260,Midland County,111,1110
26,260,Missaukee County,113,1130
26,260,Monroe County,115,1150
26,260,Montcalm County,117,1170
26,260,Montmorency County,119,1190
26,260,Muskegon County,121,1210
26,260,Newaygo County,123,1230
26,260,Oakland County,125,1250
26,260,Oceana County,127,1270
26,260,Ogemaw County,129,1290
26,260,Ontonagon County,131,1310
26,260,Osceola County,133,1330
26,260,Oscoda County,135,1350
26,260,Otsego County,137,1370
26,260,Ottawa County,139,1390
26,260,Presque Isle County,141,1410
26,260,Roscommon County,143,1430
26,260,Saginaw County,145,1450
26,260,Sanilac County,151,1510
26,260,Schoolcraft County,153,1530
